"lista","directorio","secuencia_p","orden","clase","dominio","mes","estrato1","sex","age","p6050","p6090","p6100","p6210","p6210s1","p6240","oficio","p6426","relab","p6500","p6510","p6510s1","p6510s2","p6545","p6545s1","p6545s2","p6580","p6580s1","p6580s2","p6585s1","p6585s1a1","p6585s1a2","p6585s2","p6585s2a1","p6585s2a2","p6585s3","p6585s3a1","p6585s3a2","p6585s4","p6585s4a1","p6585s4a2","p6590","p6590s1","p6600","p6600s1","p6610","p6610s1","p6620","p6620s1","p6630s1","p6630s1a1","p6630s2","p6630s2a1","p6630s3","p6630s3a1","p6630s4","p6630s4a1","p6630s6","p6630s6a1","p6750","p6760","p550","hoursWorkUsual","p6870","p6920","p7040","hoursWorkActualSecondJob","p7050","p7070","p7090","p7110","p7120","p7140s1","p7140s2","p7150","p7160","p7495","p7500s1","p7500s1a1","p7500s2","p7500s2a1","p7500s3","p7500s3a1","p7505","p7510s1","p7510s1a1","p7510s2","p7510s2a1","p7510s3","p7510s3a1","p7510s5","p7510s5a1","p7510s6","p7510s6a1","p7510s7","p7510s7a1","pet","impa","isa","ie","iof1","iof2","iof3h","iof3i","iof6","cclasnr2","cclasnr3","cclasnr4","cclasnr6","cclasnr7","cclasnr8","cclasnr11","impaes","isaes","iees","iof1es","iof2es","iof3hes","iof3ies","iof6es","ingtotob","ingtotes","ingtot","fex_c","depto","fex_dpto","fweight","maxEducLevel","college","regSalud","cotPension","wap","ocu","dsi","pea","totalHoursWorked","formal","informal","cuentaPropia","microEmpresa","sizeFirm","y_salary_m","y_salary_m_hu","y_ingLab_m","y_horasExtras_m","y_especie_m","y_vivienda_m","y_otros_m","y_auxilioAliment_m","y_auxilioTransp_m","y_subFamiliar_m","y_subEducativo_m","y_primas_m","y_bonificaciones_m","y_primaServicios_m","y_primaNavidad_m","y_primaVacaciones_m","y_viaticos_m","y_accidentes_m","y_salarySec_m","y_ingLab_m_ha","y_gananciaNeta_m","y_gananciaNetaAgro_m","y_gananciaIndep_m","y_gananciaIndep_m_hu","y_total_m","y_total_m_ha"
645,4521250,1,1,1,"BOGOTA",1,2,0,33,1,1,1,6,3,1,51,84,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,1,NA,60,2,2,2,NA,NA,0,1,2,1,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1200000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,NA,1200000,329.273855114571,11,329.273855114571,329,7,0,1,2,1,1,0,1,60,0,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,NA,1200000,4666.66650390625,1200000,4666.66650390625
646,4521250,1,2,1,"BOGOTA",1,2,0,26,9,1,1,5,11,1,53,28,1,1400000,1,0,1,2,0,NA,1,0,1,2,0,NA,1,0,1,2,0,NA,2,0,NA,1,2e+05,2,0,2,0,2,0,1,750000,2,0,2,0,2,0,2,0,NA,NA,NA,48,7,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,1462500,0,2e+05,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662500,NA,1662500,329.273855114571,11,329.273855114571,329,6,1,1,1,1,1,0,1,48,1,0,0,0,4,1400000,6805.5556640625,1462500,0,2e+05,NA,NA,NA,0,NA,NA,NA,0,750000,NA,NA,NA,NA,NA,7109.375,NA,NA,NA,NA,1462500,7109.375
649,4521252,1,1,1,"BOGOTA",1,3,1,29,1,1,1,6,4,6,21,60,1,2600000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,29000,2,2,0,NA,2,0,2,0,2,0,2,0,1,1300000,2,0,1,1300000,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,2845666.66666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2845666.66666667,NA,2845666.66666667,303.383478860131,11,303.383478860131,303,7,0,1,1,1,1,0,1,48,1,0,0,0,5,2600000,12638.888671875,2845666.5,NA,NA,NA,NA,NA,NA,29000,NA,NA,NA,1300000,NA,1300000,NA,NA,NA,13833.1005859375,NA,NA,NA,NA,2845666.5,13833.1005859375
650,4521252,1,2,1,"BOGOTA",1,3,0,28,2,1,1,6,5,6,21,60,1,1200000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,1,1,29000,2,2,0,NA,2,0,2,0,2,0,2,0,1,6e+05,2,0,2,0,2,0,2,0,NA,NA,NA,48,4,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1279000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1279000,NA,1279000,303.383478860131,11,303.383478860131,303,7,0,1,1,1,1,0,1,48,1,0,0,0,3,1200000,5833.33349609375,1279000,NA,NA,NA,NA,NA,0,29000,NA,NA,NA,6e+05,NA,NA,NA,NA,NA,6217.361328125,NA,NA,NA,NA,1279000,6217.361328125
651,4521253,1,1,1,"BOGOTA",1,2,0,52,1,1,1,3,2,4,45,36,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+05,1,NA,42,1,2,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,7e+05,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+05,NA,7e+05,313.249835350714,11,313.249835350714,313,3,0,1,2,1,1,0,1,42,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+05,NA,7e+05,3888.88891601562,7e+05,3888.88891601562
653,4521253,1,3,1,"BOGOTA",1,2,1,30,3,1,1,5,11,1,45,9,1,1400000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,1,120000,2,0,2,0,2,0,1,8e+05,2,0,2,0,2,0,2,0,NA,NA,NA,42,2,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1549806.66666667,0,120000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669806.66666667,NA,1669806.66666667,313.249835350714,11,313.249835350714,313,6,1,1,2,1,1,0,1,42,0,1,0,1,2,1400000,7777.77783203125,1549806.625,NA,120000,NA,NA,NA,83140,NA,NA,NA,NA,8e+05,NA,NA,NA,NA,NA,8610.037109375,NA,NA,NA,NA,1549806.625,8610.037109375
654,4521253,1,4,1,"BOGOTA",1,2,0,28,3,1,1,6,5,1,21,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100000,1,NA,30,8,2,1,8,4,1100000,1,2,1,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1100000,1100000,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200000,NA,2200000,313.249835350714,11,313.249835350714,313,7,0,1,2,1,1,0,1,38,0,1,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100000,NA,1100000,NA,1100000,8555.5556640625,1100000,6754.3857421875
656,4521254,1,1,1,"BOGOTA",1,2,0,36,1,1,3,3,5,1,55,72,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480000,1,NA,30,1,2,2,NA,NA,0,1,2,1,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,480000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480000,NA,480000,151.508864186645,11,151.508864186645,152,4,0,3,2,1,1,0,1,30,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480000,NA,480000,3733.33325195312,480000,3733.33325195312
660,4521254,1,5,1,"BOGOTA",1,2,1,37,5,1,3,1,0,1,99,240,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450000,1,NA,54,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,450000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450000,NA,450000,151.508864186645,11,151.508864186645,152,1,0,3,2,1,1,0,1,54,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450000,NA,450000,1944.44445800781,450000,1944.44445800781
664,4521255,1,2,1,"BOGOTA",1,2,0,55,2,1,3,3,5,4,55,240,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536000,1,NA,24,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,536000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536000,NA,536000,189.100474448123,11,189.100474448123,189,4,0,3,2,1,1,0,1,24,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536000,NA,536000,5211.111328125,536000,5211.111328125
665,4521255,1,3,1,"BOGOTA",1,2,1,28,3,1,1,5,11,1,97,15,1,737717,1,30000,2,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,740000,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,912523.666666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912523.666666667,NA,912523.666666667,189.100474448123,11,189.100474448123,189,6,1,1,1,1,1,0,1,48,1,0,0,0,5,737717,3586.12426757812,912523.6875,30000,NA,NA,NA,NA,83140,NA,NA,NA,NA,740000,NA,NA,NA,NA,NA,4435.87890625,NA,NA,NA,NA,912523.6875,4435.87890625
666,4521255,1,4,1,"BOGOTA",1,2,0,22,3,1,1,5,11,1,59,20,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,740000,2,0,2,0,2,0,2,0,NA,NA,NA,48,3,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,882523.666666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,882523.666666667,NA,882523.666666667,189.100474448123,11,189.100474448123,189,6,1,1,1,1,1,0,1,48,1,0,0,1,2,737717,3586.12426757812,882523.6875,NA,NA,NA,NA,NA,83140,NA,NA,NA,NA,740000,NA,NA,NA,NA,NA,4290.0458984375,NA,NA,NA,NA,882523.6875,4290.0458984375
669,4521256,1,1,1,"BOGOTA",1,2,1,25,1,1,1,6,2,1,39,24,1,1e+06,1,0,2,2,0,NA,1,20000,2,2,0,NA,1,83140,2,1,58000,2,2,0,NA,2,0,2,0,2,0,2,0,1,1e+06,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,1244473.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244473.33333333,NA,1244473.33333333,388.4724156604,11,388.4724156604,388,7,0,1,1,1,1,0,1,48,1,0,0,0,5,1e+06,4861.111328125,1244473.375,0,NA,NA,NA,NA,83140,58000,NA,NA,20000,1e+06,NA,NA,NA,NA,NA,6049.5234375,NA,NA,NA,NA,1244473.375,6049.5234375
670,4521256,1,2,1,"BOGOTA",1,2,0,23,2,1,3,6,0,1,38,8,1,7e+05,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,48,2,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,7e+05,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+05,NA,7e+05,388.4724156604,11,388.4724156604,388,7,0,3,2,1,1,0,1,48,0,1,0,1,2,7e+05,3402.77783203125,7e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3402.77783203125,NA,NA,NA,NA,7e+05,3402.77783203125
671,4521257,1,1,1,"BOGOTA",1,3,1,59,1,1,1,6,5,6,12,396,2,8300000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,0,1,4300000,1,2200000,1,1.4e+07,2,0,NA,NA,NA,40,9,1,2,NA,NA,0,1,2,1,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,10008333.3333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10008333.3333333,NA,10008333.3333333,160.370521949709,11,160.370521949709,160,7,0,1,1,1,1,0,1,40,1,0,0,0,5,8300000,48416.66796875,10008333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4300000,2200000,1.4e+07,NA,NA,58381.94140625,NA,NA,NA,NA,10008333,58381.94140625
672,4521257,1,2,1,"BOGOTA",1,3,0,53,2,1,1,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+05,NA,3e+05,160.370521949709,11,160.370521949709,160,7,0,1,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,4521257,1,3,1,"BOGOTA",1,3,1,25,3,1,1,6,5,1,39,12,1,1600000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,2,0,1,1e+06,1,1600000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600000,NA,1600000,160.370521949709,11,160.370521949709,160,7,0,1,1,1,1,0,1,48,1,0,0,0,5,1600000,7777.77783203125,1600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7777.77783203125,NA,NA,NA,NA,1600000,7777.77783203125
677,4521258,1,1,1,"BOGOTA",1,3,1,56,1,2,NA,5,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,230.177656890553,11,230.177656890553,230,6,1,NA,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,4521258,1,2,1,"BOGOTA",1,3,0,54,2,1,1,6,7,1,11,48,2,6480000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,6480000,1,6e+06,1,3200000,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,7786666.66666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7786666.66666667,NA,7786666.66666667,230.177656890553,11,230.177656890553,230,7,0,1,1,1,1,0,1,48,1,0,0,0,5,6480000,31500,7786666.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6480000,6e+06,3200000,NA,NA,NA,37851.8515625,NA,NA,NA,NA,7786666.5,37851.8515625
680,4521259,1,1,1,"BOGOTA",1,3,1,67,1,1,1,4,7,6,98,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,1,NA,60,2,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,6e+05,2,0,2,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1800000,0,NA,0,0,0,0,6e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400000,NA,2400000,317.469702468205,11,317.469702468205,317,5,0,1,2,1,1,0,1,60,0,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,NA,1800000,7000,1800000,7000
681,4521259,1,2,1,"BOGOTA",1,3,0,36,2,1,1,6,10,6,11,144,1,1500000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,28000,2,2,0,NA,2,0,2,0,2,0,2,0,1,1500000,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,70000,2,0,1,1653000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653000,NA,1653000,317.469702468205,11,317.469702468205,317,7,0,1,1,1,1,0,1,48,1,0,0,0,5,1500000,7291.66650390625,1653000,NA,NA,NA,NA,NA,NA,28000,NA,NA,NA,1500000,NA,NA,NA,NA,NA,8035.41650390625,NA,NA,NA,NA,1653000,8035.41650390625
684,4521260,1,3,1,"BOGOTA",1,3,1,41,3,1,1,6,3,1,21,24,1,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,NA,NA,NA,48,5,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2226667,NA,NA,NA,NA,NA,NA,NA,0,2226667,2226667,238.362792140527,11,238.362792140527,238,7,0,1,1,1,1,0,1,48,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,4521261,1,1,1,"BOGOTA",1,3,0,48,1,1,1,6,6,1,39,6,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,1,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,320000,2,0,2,0,2,0,2,0,NA,NA,NA,48,5,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,764383.666666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764383.666666667,NA,764383.666666667,250.444709462943,11,250.444709462943,250,7,0,1,1,1,1,0,1,48,1,0,0,0,4,737717,3586.12426757812,764383.6875,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,320000,NA,NA,NA,NA,NA,3715.75415039062,NA,NA,NA,NA,764383.6875,3715.75415039062
689,4521263,1,2,1,"BOGOTA",1,3,0,52,2,1,1,5,11,1,53,228,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,80,2,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1500000,NA,NA,NA,NA,NA,NA,NA,0,1500000,1500000,234.420689699086,11,234.420689699086,234,6,1,1,2,1,1,0,1,80,0,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,4521263,1,3,1,"BOGOTA",1,3,1,40,3,1,1,6,8,1,8,60,1,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1188344,NA,NA,NA,NA,NA,NA,NA,0,1188344,1188344,234.420689699086,11,234.420689699086,234,7,0,1,1,1,1,0,1,48,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,4521264,1,1,1,"BOGOTA",1,2,1,55,1,1,1,5,11,1,53,48,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300000,1,NA,50,2,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1300000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300000,NA,1300000,162.725366793324,11,162.725366793324,163,6,1,1,2,1,1,0,1,50,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300000,NA,1300000,6066.66650390625,1300000,6066.66650390625
692,4521264,1,2,1,"BOGOTA",1,2,0,50,2,1,1,5,10,1,53,60,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,1,NA,50,2,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1e+06,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,NA,1e+06,162.725366793324,11,162.725366793324,163,6,1,1,2,1,1,0,1,50,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,NA,1e+06,4666.66650390625,1e+06,4666.66650390625
693,4521264,1,3,1,"BOGOTA",1,2,1,28,3,1,1,6,5,1,13,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,1,NA,40,9,1,2,NA,NA,0,1,2,1,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,8e+05,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA,8e+05,162.725366793324,11,162.725366793324,163,7,0,1,1,1,1,0,1,40,1,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA,8e+05,4666.66650390625,8e+05,4666.66650390625
